hpt_res,features,best_model,search_method,error_method,idx
"{'arima': ({'p': 1, 'd': 1, 'q': 4}, 0.20213388401129503), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'additive', 'damped': True, 'seasonal': 'additive'}, 0.2183709034047238), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.21544346900318823, 'changepoint_range': 0.8700000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.21295302722357703), 'theta': ({'m': 5}, 0.23555665179465146), 'stlf': ({'m': 4, 'method': 'theta'}, 0.24095030568384626), 'sarima': ({'p': 4, 'd': 1, 'q': 1, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'c'}, 0.19391302783855666)}","{'length': 69, 'mean': 0.524602209384818, 'var': 0.043417781568336124, 'entropy': 0.8873823090426094, 'lumpiness': 0.00013926389788754772, 'stability': 0.001859929243278617, 'flat_spots': 2, 'hurst': 0.036766757890118094, 'std1st_der': 0.13285109698171443, 'crossing_points': 30, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.17292771895878356, 'heterogeneity': 3.789149118607181, 'histogram_mode': 0.4314685314685315, 'linearity': 2.3796330029224964e-05, 'trend_strength': 0.4456257856505801, 'seasonality_strength': 0.24752774221333262, 'spikiness': 1.9516751640148198e-07, 'peak': 6, 'trough': 3, 'level_shift_idx': 1, 'level_shift_size': 0.0465034965034965, 'y_acf1': 0.19120869937962956, 'y_acf5': 0.0766073041215585, 'diff1y_acf1': -0.47353294934442697, 'diff1y_acf5': 0.25356628854346486, 'diff2y_acf1': -0.643604055678188, 'diff2y_acf5': 0.4627890090563217, 'y_pacf5': 0.060256586397839464, 'diff1y_pacf5': 0.4611030311181918, 'diff2y_pacf5': 1.6515408414859996, 'seas_acf1': -0.1056229122207676, 'seas_pacf1': -0.10959069293548107, 'firstmin_ac': 2, 'firstzero_ac': 6, 'holt_alpha': 0.23063920805527208, 'holt_beta': 0.0, 'hw_alpha': 0.15789399479932728, 'hw_beta': 0.15789869440358772, 'hw_gamma': 0.31578798959865456}",sarima,RandomSearch,mape,N1464
"{'arima': ({'p': 4, 'd': 1, 'q': 3}, 0.3413605841209571), 'holtwinters': ({'seasonal_periods': 30, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.47985365413206543), 'prophet': ({'seasonality_prior_scale': 0.21544346900318834, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.48747820887513293), 'theta': ({'m': 22}, 0.5192181964257796), 'stlf': ({'m': 4, 'method': 'quadratic'}, 0.3267985548171452), 'sarima': ({'p': 4, 'd': 1, 'q': 5, 'seasonal_order': '(0, 1, 1, 7)', 'trend': 'c'}, 0.41425052590113404)}","{'length': 69, 'mean': 0.26553782592429936, 'var': 0.023277146831924146, 'entropy': 0.8738842895576615, 'lumpiness': 0.00024743834654024355, 'stability': 0.00025455808870259057, 'flat_spots': 2, 'hurst': -0.03373623396816922, 'std1st_der': 0.11006570761494233, 'crossing_points': 34, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.06624718997966743, 'heterogeneity': 2.4656616271722815, 'histogram_mode': 0.1303030303030303, 'linearity': 1.112159436132208e-05, 'trend_strength': 0.31822458562447387, 'seasonality_strength': 0.3730194243592413, 'spikiness': 1.941133523132508e-07, 'peak': 2, 'trough': 3, 'level_shift_idx': 30, 'level_shift_size': 0.040684624017957305, 'y_acf1': 0.10356606827694662, 'y_acf5': 0.02947863452405125, 'diff1y_acf1': -0.40821576184817426, 'diff1y_acf5': 0.20387122658413181, 'diff2y_acf1': -0.5914061758989356, 'diff2y_acf5': 0.3575271824722822, 'y_pacf5': 0.03619340384981935, 'diff1y_pacf5': 0.4388221150048929, 'diff2y_pacf5': 1.2995109455230975, 'seas_acf1': 0.060996955551085606, 'seas_pacf1': 0.09415461907256016, 'firstmin_ac': 2, 'firstzero_ac': 2, 'holt_alpha': 3.4255045908090072e-09, 'holt_beta': 0.0, 'hw_alpha': 0.5731624778781319, 'hw_beta': 0.0, 'hw_gamma': 0.06794889297707929}",stlf,RandomSearch,mape,N1465
"{'arima': ({'p': 1, 'd': 1, 'q': 2}, 0.33589550300026333), 'holtwinters': ({'seasonal_periods': 24, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.28436142108597584), 'prophet': ({'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.001, 'changepoint_range': 0.8300000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.33079484963059536), 'theta': ({'m': 14}, 0.33522406303363655), 'stlf': ({'m': 24, 'method': 'linear'}, 0.3091366025100569), 'sarima': ({'p': 1, 'd': 2, 'q': 5, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.3094641380352336)}","{'length': 69, 'mean': 0.4877526025719535, 'var': 0.03052743183275839, 'entropy': 0.9020151168063446, 'lumpiness': 5.501937211919414e-05, 'stability': 0.00103195839245065, 'flat_spots': 2, 'hurst': -0.04164603841155749, 'std1st_der': 0.12183217479063128, 'crossing_points': 30, 'binarize_mean': 0.4927536231884058, 'unitroot_kpss': 0.04016385362700898, 'heterogeneity': 5.624361512374394, 'histogram_mode': 0.5056338028169014, 'linearity': 0.012441186595368721, 'trend_strength': 0.3461663770912963, 'seasonality_strength': 0.5393826586928938, 'spikiness': 5.121307256588447e-08, 'peak': 3, 'trough': 1, 'level_shift_idx': 17, 'level_shift_size': 0.032042253521126884, 'y_acf1': 0.04178525926526608, 'y_acf5': 0.042949117668475825, 'diff1y_acf1': -0.510240493034075, 'diff1y_acf5': 0.281478777240719, 'diff2y_acf1': -0.6969499367865772, 'diff2y_acf5': 0.5718522299932253, 'y_pacf5': 0.04356403006154509, 'diff1y_pacf5': 0.4583010011070337, 'diff2y_pacf5': 1.0301204327524238, 'seas_acf1': 0.07737345348204484, 'seas_pacf1': 0.08098740701403491, 'firstmin_ac': 1, 'firstzero_ac': 3, 'holt_alpha': 1.152630268848857e-05, 'holt_beta': 1.1525892684918485e-05, 'hw_alpha': 0.31680169856309265, 'hw_beta': 0.0, 'hw_gamma': 0.23142583946739934}",holtwinters,RandomSearch,mape,N1466
"{'arima': ({'p': 3, 'd': 1, 'q': 3}, 0.28384775196608814), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.14025635951515011), 'prophet': ({'seasonality_prior_scale': 0.21544346900318834, 'changepoint_prior_scale': 1.0, 'changepoint_range': 0.8, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.21358883762761643), 'theta': ({'m': 24}, 0.2858339447816837), 'stlf': ({'m': 14, 'method': 'quadratic'}, 0.2104564193081489), 'sarima': ({'p': 2, 'd': 2, 'q': 5, 'seasonal_order': '(1, 1, 1, 7)', 'trend': 'ct'}, 0.15218350194777755)}","{'length': 69, 'mean': 0.6296623261973074, 'var': 0.02214852656888469, 'entropy': 0.8739967806303234, 'lumpiness': 9.735147183998649e-05, 'stability': 0.0023968563170841976, 'flat_spots': 1, 'hurst': 0.007311688556304221, 'std1st_der': 0.10486367171304531, 'crossing_points': 29, 'binarize_mean': 0.4782608695652174, 'unitroot_kpss': 0.1477745271455276, 'heterogeneity': 7.026400701347917, 'histogram_mode': 0.6013197969543147, 'linearity': 0.013629441161426883, 'trend_strength': 0.3079040648845238, 'seasonality_strength': 0.40096799760103974, 'spikiness': 5.9333349272474175e-08, 'peak': 5, 'trough': 1, 'level_shift_idx': 5, 'level_shift_size': 0.023223350253807173, 'y_acf1': 0.02833330668993684, 'y_acf5': 0.006059679904537929, 'diff1y_acf1': -0.5004597082948912, 'diff1y_acf5': 0.2559453751291642, 'diff2y_acf1': -0.6684210869629991, 'diff2y_acf5': 0.49133794516216595, 'y_pacf5': 0.00629779861841661, 'diff1y_pacf5': 0.5219945233745068, 'diff2y_pacf5': 1.1084272718140864, 'seas_acf1': 0.012172135035009515, 'seas_pacf1': 0.006817626926749738, 'firstmin_ac': 3, 'firstzero_ac': 3, 'holt_alpha': 0.07129745902321633, 'holt_beta': 0.0712971436498775, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.2631578947368421}",holtwinters,RandomSearch,mape,N1467
"{'arima': ({'p': 5, 'd': 1, 'q': 1}, 0.28680770853044246), 'holtwinters': ({'seasonal_periods': 14, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.24297005141671746), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.8, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.23414936455342694), 'theta': ({'m': 3}, 0.29809795830635116), 'stlf': ({'m': 14, 'method': 'theta'}, 0.1587569606362365), 'sarima': ({'p': 5, 'd': 1, 'q': 2, 'seasonal_order': '(1, 1, 1, 7)', 'trend': 't'}, 0.2424871310130218)}","{'length': 69, 'mean': 0.4214930742040641, 'var': 0.03421960446396768, 'entropy': 0.6948361901422424, 'lumpiness': 3.901492101729449e-05, 'stability': 0.016888178250316188, 'flat_spots': 1, 'hurst': 0.1940108575399792, 'std1st_der': 0.09274173862704094, 'crossing_points': 23, 'binarize_mean': 0.4782608695652174, 'unitroot_kpss': 0.42785094421769293, 'heterogeneity': 17.595032752314705, 'histogram_mode': 0.3225222637173226, 'linearity': 0.057058028018774506, 'trend_strength': 0.8284300745289379, 'seasonality_strength': 0.5565484084785155, 'spikiness': 1.1889677375735018e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 6, 'level_shift_size': 0.03952887101407637, 'y_acf1': 0.6577974291132784, 'y_acf5': 1.1772873123235725, 'diff1y_acf1': -0.30515968368015306, 'diff1y_acf5': 0.12314937220040835, 'diff2y_acf1': -0.5668001995766708, 'diff2y_acf5': 0.3452523145729242, 'y_pacf5': 0.5023596449600997, 'diff1y_pacf5': 0.19546603806399288, 'diff2y_pacf5': 0.6834253578228533, 'seas_acf1': 0.2342687657191952, 'seas_pacf1': -0.05460901202520351, 'firstmin_ac': 8, 'firstzero_ac': 13, 'holt_alpha': 0.5253127584229027, 'holt_beta': 0.0, 'hw_alpha': 0.7486042414801969, 'hw_beta': 0.027932862057755897, 'hw_gamma': 0.2814924210198943}",stlf,RandomSearch,mape,N1468
"{'arima': ({'p': 5, 'd': 1, 'q': 1}, 0.39863527679222727), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': False, 'seasonal': 'additive'}, 0.26971524491491955), 'prophet': ({'seasonality_prior_scale': 0.46415888336127775, 'changepoint_prior_scale': 1.0, 'changepoint_range': 0.8800000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.3505529253039157), 'theta': ({'m': 3}, 0.32558807321474204), 'stlf': ({'m': 10, 'method': 'theta'}, 0.3667380245388197), 'sarima': ({'p': 2, 'd': 2, 'q': 5, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'n'}, 0.29054550605254725)}","{'length': 69, 'mean': 0.3420389205568595, 'var': 0.03619322022441966, 'entropy': 0.7650129881670382, 'lumpiness': 0.00026257575706374375, 'stability': 0.013220100900259761, 'flat_spots': 1, 'hurst': 0.027256986567974578, 'std1st_der': 0.10305506001415209, 'crossing_points': 24, 'binarize_mean': 0.42028985507246375, 'unitroot_kpss': 0.14737893806113675, 'heterogeneity': 19.230696794904496, 'histogram_mode': 0.17172236503856042, 'linearity': 0.3142329813103403, 'trend_strength': 0.6260358820312248, 'seasonality_strength': 0.3408976103394622, 'spikiness': 8.876126918988125e-08, 'peak': 5, 'trough': 1, 'level_shift_idx': 5, 'level_shift_size': 0.03273350471293923, 'y_acf1': 0.37875846767887045, 'y_acf5': 0.7474822001817544, 'diff1y_acf1': -0.5406638929053988, 'diff1y_acf5': 0.37338576378826305, 'diff2y_acf1': -0.7059501365594231, 'diff2y_acf5': 0.7078262243693372, 'y_pacf5': 0.37148644734530273, 'diff1y_pacf5': 0.5086141739925056, 'diff2y_pacf5': 1.219822330800562, 'seas_acf1': 0.22106739872584935, 'seas_pacf1': -0.07027435865744448, 'firstmin_ac': 1, 'firstzero_ac': 24, 'holt_alpha': 0.19132082496697728, 'holt_beta': 0.0, 'hw_alpha': 0.1951116843980584, 'hw_beta': 1.3914506740944976e-11, 'hw_gamma': 0.0}",holtwinters,RandomSearch,mape,N1469
"{'arima': ({'p': 4, 'd': 1, 'q': 1}, 0.1164270451293937), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.10801875712518237), 'prophet': ({'seasonality_prior_scale': 0.46415888336127775, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.10953612630616036), 'theta': ({'m': 5}, 0.11552753397181334), 'stlf': ({'m': 10, 'method': 'quadratic'}, 0.09968022097324755), 'sarima': ({'p': 2, 'd': 1, 'q': 4, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.10196391248794183)}","{'length': 69, 'mean': 0.7426274898058496, 'var': 0.008977606990874226, 'entropy': 0.8852487320473321, 'lumpiness': 1.4461486293605996e-06, 'stability': 0.00035333028178746435, 'flat_spots': 1, 'hurst': 0.008712088760475219, 'std1st_der': 0.06826357334855929, 'crossing_points': 38, 'binarize_mean': 0.5072463768115942, 'unitroot_kpss': 0.11885317805019227, 'heterogeneity': 4.722459872923828, 'histogram_mode': 0.7313778463913547, 'linearity': 0.000522290328215495, 'trend_strength': 0.2716256299399048, 'seasonality_strength': 0.3391033562431449, 'spikiness': 7.963514160925897e-09, 'peak': 5, 'trough': 1, 'level_shift_idx': 5, 'level_shift_size': 0.01782323427248178, 'y_acf1': -0.06961929732423827, 'y_acf5': 0.03523044630092172, 'diff1y_acf1': -0.5354164244253937, 'diff1y_acf5': 0.34341929272591154, 'diff2y_acf1': -0.6788035871619168, 'diff2y_acf5': 0.5474134515271516, 'y_pacf5': 0.036327509887923395, 'diff1y_pacf5': 0.6013095173485405, 'diff2y_pacf5': 1.2157580832615458, 'seas_acf1': -0.1283829136413724, 'seas_pacf1': -0.12775946244316957, 'firstmin_ac': 1, 'firstzero_ac': 4, 'holt_alpha': 0.0035516170165715852, 'holt_beta': 0.0022083650245059297, 'hw_alpha': 0.0011087767471786305, 'hw_beta': 0.0011087758977109301, 'hw_gamma': 0.0}",stlf,RandomSearch,mape,N1470
"{'arima': ({'p': 2, 'd': 2, 'q': 1}, 0.28203508593743065), 'holtwinters': ({'seasonal_periods': 14, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'multiplicative'}, 0.23313444252325258), 'prophet': ({'seasonality_prior_scale': 0.46415888336127775, 'changepoint_prior_scale': 0.0021544346900318843, 'changepoint_range': 0.8900000000000001, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.27230116501640744), 'theta': ({'m': 20}, 0.29239119454304285), 'stlf': ({'m': 24, 'method': 'prophet'}, 0.2519927476870347), 'sarima': ({'p': 1, 'd': 1, 'q': 1, 'seasonal_order': '(1, 0, 2, 7)', 'trend': 't'}, 0.27077461125602437)}","{'length': 69, 'mean': 0.42175984846242637, 'var': 0.029118704348867985, 'entropy': 0.8203862845847302, 'lumpiness': 0.00010501318196081457, 'stability': 0.007404362595090204, 'flat_spots': 1, 'hurst': 0.057399188859732615, 'std1st_der': 0.10137132386864252, 'crossing_points': 26, 'binarize_mean': 0.42028985507246375, 'unitroot_kpss': 0.17745808140921626, 'heterogeneity': 16.334889987577228, 'histogram_mode': 0.3600408441116406, 'linearity': 0.0818332239097021, 'trend_strength': 0.5331817125481658, 'seasonality_strength': 0.2949790891396199, 'spikiness': 6.928688490207171e-08, 'peak': 5, 'trough': 3, 'level_shift_idx': 2, 'level_shift_size': 0.03447923757658278, 'y_acf1': 0.3019748774926146, 'y_acf5': 0.2756169554062906, 'diff1y_acf1': -0.4913888063802982, 'diff1y_acf5': 0.2690936723380958, 'diff2y_acf1': -0.6660286390370725, 'diff2y_acf5': 0.4895931535268275, 'y_pacf5': 0.17724699348976608, 'diff1y_pacf5': 0.44481042140496774, 'diff2y_pacf5': 1.2529373724600255, 'seas_acf1': 0.062136869972490766, 'seas_pacf1': -0.03765918822098323, 'firstmin_ac': 5, 'firstzero_ac': 12, 'holt_alpha': 0.22764853482429223, 'holt_beta': 0.0, 'hw_alpha': 0.19889869225073054, 'hw_beta': 1.8550162738416614e-12, 'hw_gamma': 3.710032547683323e-12}",holtwinters,RandomSearch,mape,N1471
"{'arima': ({'p': 3, 'd': 1, 'q': 1}, 0.05747322044282096), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'multiplicative'}, 0.059842780680529825), 'prophet': ({'seasonality_prior_scale': 0.1, 'changepoint_prior_scale': 0.21544346900318823, 'changepoint_range': 0.8400000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.05791476087612048), 'theta': ({'m': 6}, 0.05958082900153539), 'stlf': ({'m': 30, 'method': 'theta'}, 0.06543196151010534), 'sarima': ({'p': 4, 'd': 1, 'q': 3, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'c'}, 0.06101754802627762)}","{'length': 69, 'mean': 0.8014023827317889, 'var': 0.00680882689258089, 'entropy': 0.8831532894134938, 'lumpiness': 5.588205327823215e-06, 'stability': 0.0005409150338611104, 'flat_spots': 1, 'hurst': -0.04068359217453059, 'std1st_der': 0.06354348141988858, 'crossing_points': 34, 'binarize_mean': 0.4927536231884058, 'unitroot_kpss': 0.032825939885450746, 'heterogeneity': 4.951555864336743, 'histogram_mode': 0.7517441860465116, 'linearity': 0.08101477164405281, 'trend_strength': 0.3394299528624455, 'seasonality_strength': 0.397851565523634, 'spikiness': 2.5290973202932255e-09, 'peak': 5, 'trough': 1, 'level_shift_idx': 40, 'level_shift_size': 0.012992922143579388, 'y_acf1': 0.0022739155684027915, 'y_acf5': 0.025010909196098892, 'diff1y_acf1': -0.4766877239008427, 'diff1y_acf5': 0.2890106362109669, 'diff2y_acf1': -0.6296023466498616, 'diff2y_acf5': 0.4696544811683051, 'y_pacf5': 0.028255394100854515, 'diff1y_pacf5': 0.45045155654623525, 'diff2y_pacf5': 0.8888125748510244, 'seas_acf1': 0.05248355436511734, 'seas_pacf1': 0.08708485198827562, 'firstmin_ac': 2, 'firstzero_ac': 4, 'holt_alpha': 0.000461299602587062, 'holt_beta': 0.00044219684328135247, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.3157894736842105}",arima,RandomSearch,mape,N1472
"{'arima': ({'p': 1, 'd': 1, 'q': 3}, 0.1660896507392579), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'additive', 'damped': True, 'seasonal': 'multiplicative'}, 0.15468398624526453), 'prophet': ({'seasonality_prior_scale': 1.0, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.9200000000000002, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.13350143343564122), 'theta': ({'m': 3}, 0.1494578118053592), 'stlf': ({'m': 4, 'method': 'theta'}, 0.16069135378693916), 'sarima': ({'p': 4, 'd': 2, 'q': 5, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 't'}, 0.12860239846715033)}","{'length': 69, 'mean': 0.6712619300106045, 'var': 0.01398595893838509, 'entropy': 0.7530189341254827, 'lumpiness': 8.356405155556385e-06, 'stability': 0.004136428171492947, 'flat_spots': 2, 'hurst': 0.11270515684143145, 'std1st_der': 0.07452999483508904, 'crossing_points': 27, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.24085515802809637, 'heterogeneity': 16.156584647745806, 'histogram_mode': 0.5817073170731708, 'linearity': 0.19022044086947681, 'trend_strength': 0.5721450664493865, 'seasonality_strength': 0.3863834502506174, 'spikiness': 8.546620236444933e-09, 'peak': 2, 'trough': 5, 'level_shift_idx': 14, 'level_shift_size': 0.021138211382113803, 'y_acf1': 0.3022169576857376, 'y_acf5': 0.48689526347808204, 'diff1y_acf1': -0.49742034738528357, 'diff1y_acf5': 0.2794400570201146, 'diff2y_acf1': -0.6324261731097015, 'diff2y_acf5': 0.4477318485159038, 'y_pacf5': 0.26777832081887326, 'diff1y_pacf5': 0.5616165248680817, 'diff2y_pacf5': 0.9719807615256609, 'seas_acf1': 0.23992794861625932, 'seas_pacf1': 0.015280125124910164, 'firstmin_ac': 1, 'firstzero_ac': 13, 'holt_alpha': 0.16890348421193951, 'holt_beta': 0.0, 'hw_alpha': 0.31236056463305356, 'hw_beta': 0.0, 'hw_gamma': 0.06426565646049523}",sarima,RandomSearch,mape,N1473
"{'arima': ({'p': 2, 'd': 2, 'q': 1}, 0.33523270093740526), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'additive'}, 0.587119473021783), 'prophet': ({'seasonality_prior_scale': 0.46415888336127775, 'changepoint_prior_scale': 0.021544346900318832, 'changepoint_range': 0.9200000000000002, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.41972215935432583), 'theta': ({'m': 12}, 0.5961548651793739), 'stlf': ({'m': 24, 'method': 'prophet'}, 0.571418495633235), 'sarima': ({'p': 4, 'd': 2, 'q': 4, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.2811449702535738)}","{'length': 69, 'mean': 0.5402467685076381, 'var': 0.03269396203540178, 'entropy': 0.861777905363898, 'lumpiness': 0.00015379717978543814, 'stability': 0.003339030403410286, 'flat_spots': 1, 'hurst': 0.008630356468996295, 'std1st_der': 0.12259548439631429, 'crossing_points': 34, 'binarize_mean': 0.4782608695652174, 'unitroot_kpss': 0.1310852054358962, 'heterogeneity': 7.83799679062081, 'histogram_mode': 0.40405405405405403, 'linearity': 0.05091338685239689, 'trend_strength': 0.46346221479008975, 'seasonality_strength': 0.5786119846673012, 'spikiness': 6.163915702679918e-08, 'peak': 5, 'trough': 0, 'level_shift_idx': 42, 'level_shift_size': 0.03175675675675671, 'y_acf1': 0.056077589821467974, 'y_acf5': 0.0632742433287929, 'diff1y_acf1': -0.5173951994447482, 'diff1y_acf5': 0.390461092586698, 'diff2y_acf1': -0.6811076060613839, 'diff2y_acf5': 0.6385419096777506, 'y_pacf5': 0.08138293057825695, 'diff1y_pacf5': 0.5714589532720381, 'diff2y_pacf5': 1.1208227263822177, 'seas_acf1': 0.10024909515930888, 'seas_pacf1': 0.1195321676992449, 'firstmin_ac': 1, 'firstzero_ac': 4, 'holt_alpha': 0.03716967461162105, 'holt_beta': 0.03704131703922981, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.42105263157894735}",sarima,RandomSearch,mape,N1474
"{'arima': ({'p': 5, 'd': 1, 'q': 1}, 0.0981685766097977), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'additive', 'damped': False, 'seasonal': 'additive'}, 0.10232470565206508), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.01, 'changepoint_range': 0.9000000000000001, 'yearly_seasonality': True, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.09469027687156066), 'theta': ({'m': 28}, 0.12040541792672099), 'stlf': ({'m': 4, 'method': 'quadratic'}, 0.11708594298365653), 'sarima': ({'p': 3, 'd': 1, 'q': 1, 'seasonal_order': '(1, 1, 1, 7)', 'trend': 'n'}, 0.08913304970998628)}","{'length': 69, 'mean': 0.668404102042546, 'var': 0.025762248371871084, 'entropy': 0.8342374259631455, 'lumpiness': 1.9444084261146612e-05, 'stability': 0.009039517141760633, 'flat_spots': 1, 'hurst': 0.036736537008341834, 'std1st_der': 0.09839023369339564, 'crossing_points': 26, 'binarize_mean': 0.5217391304347826, 'unitroot_kpss': 0.1620727323459345, 'heterogeneity': 20.438524702581358, 'histogram_mode': 0.5394736842105263, 'linearity': 0.3451051531059784, 'trend_strength': 0.5915798645892377, 'seasonality_strength': 0.45165789364912057, 'spikiness': 2.193281179794839e-08, 'peak': 2, 'trough': 1, 'level_shift_idx': 42, 'level_shift_size': 0.02763157894736845, 'y_acf1': 0.28827529815965164, 'y_acf5': 0.4343585389522922, 'diff1y_acf1': -0.5206919754329888, 'diff1y_acf5': 0.2977287296818762, 'diff2y_acf1': -0.6469890174050106, 'diff2y_acf5': 0.46666423819712255, 'y_pacf5': 0.24160895492805337, 'diff1y_pacf5': 0.6604841637768969, 'diff2y_pacf5': 1.0993797833322112, 'seas_acf1': 0.2746535446729543, 'seas_pacf1': 0.08801309713915614, 'firstmin_ac': 1, 'firstzero_ac': 18, 'holt_alpha': 6.294271981255828e-06, 'holt_beta': 6.2874102709793254e-06, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",sarima,RandomSearch,mape,N1475
"{'arima': ({'p': 1, 'd': 2, 'q': 3}, 0.18264077977449014), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'multiplicative'}, 0.1351782210213094), 'prophet': ({'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8200000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.15372990379989898), 'theta': ({'m': 18}, 0.12834692905356482), 'stlf': ({'m': 10, 'method': 'theta'}, 0.15458871615960357), 'sarima': ({'p': 2, 'd': 1, 'q': 1, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'ct'}, 0.16958987842662085)}","{'length': 69, 'mean': 0.4064069450423305, 'var': 0.024649304973669923, 'entropy': 0.7582832901581308, 'lumpiness': 5.0897848104002246e-05, 'stability': 0.011932317363829523, 'flat_spots': 2, 'hurst': 0.016887133033149197, 'std1st_der': 0.08210787648077646, 'crossing_points': 23, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.14757410848813618, 'heterogeneity': 33.57865327861521, 'histogram_mode': 0.2603960396039604, 'linearity': 0.5746346508615628, 'trend_strength': 0.8082065992752747, 'seasonality_strength': 0.45048192836068734, 'spikiness': 5.693467163584769e-09, 'peak': 5, 'trough': 6, 'level_shift_idx': 0, 'level_shift_size': 0.02615511551155114, 'y_acf1': 0.497554011843172, 'y_acf5': 1.0513971837851845, 'diff1y_acf1': -0.45374182539568175, 'diff1y_acf5': 0.3301142703082829, 'diff2y_acf1': -0.5979158982802703, 'diff2y_acf5': 0.5158848221520677, 'y_pacf5': 0.4875785720668883, 'diff1y_pacf5': 0.4338777518871582, 'diff2y_pacf5': 0.8389183310254823, 'seas_acf1': 0.3664274562638392, 'seas_pacf1': 0.2529769132522419, 'firstmin_ac': 2, 'firstzero_ac': 25, 'holt_alpha': 0.5263157894736842, 'holt_beta': 0.5263157894736842, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.3157894736842105}",theta,RandomSearch,mape,N1476
